"run.id","date","spectrum.id","sample.id","anatomical.part","panel"
202103080900,"08/03/2021","202103080900_4I3","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4I4","METF2_0008943","head","reference"
202103080900,"08/03/2021","202103080900_4J1","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4J2","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4J3","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4J4","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4K1","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4K2","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4K3","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4K4","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4L1","METF2_0018460","head","reference"
202103080900,"08/03/2021","202103080900_4L2","METF2_0018460","head","reference"
202103090900,"09/03/2021","202103090900_1A1","METF2_0008971","head","reference"
202103090900,"09/03/2021","202103090900_1A2","METF2_0008971","head","reference"
202103090900,"09/03/2021","202103090900_1A3","METF2_0008971","head","reference"
202103090900,"09/03/2021","202103090900_1A4","METF2_0008971","head","reference"
202103090900,"09/03/2021","202103090900_1B1","METF2_0008971","head","reference"
